INFO 2026-01-07 18:32:21,393 autoreload Watching for file changes with StatReloader
INFO 2026-01-07 18:43:53,478 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:43:53,505 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:53,512 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:43:53,608 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:43:53,624 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:53,645 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:43:55,652 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:43:55,656 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:55,656 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:55,757 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:55,797 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:43:55,801 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:43:59,018 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:43:59,188 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:44:00,198 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:00,259 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:00,947 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:00,966 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:01,035 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:01,064 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:01,092 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:01,147 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:08,087 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:44:08,265 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:08,272 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:08,333 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:44:08,377 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:08,564 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:08,583 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:08,647 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:12,607 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:12,617 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:12,635 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:12,724 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:12,763 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:12,768 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:14,655 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:14,723 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:15,506 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:15,675 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:16,350 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:44:16,418 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:44:17,205 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:17,273 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:17,894 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:17,899 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:17,906 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:18,012 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:18,044 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:18,052 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:19,915 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:19,926 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:19,931 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:20,011 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:20,044 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:20,070 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:21,571 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:21,726 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:24,911 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:24,973 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:26,053 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:26,058 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:26,142 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:26,146 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:44:27,063 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:44:27,137 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:44:28,566 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:44:28,570 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:28,584 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:28,697 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:28,711 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:44:28,729 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:07,459 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:45:07,586 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:07,623 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:07,636 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:45:07,685 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:07,904 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:07,904 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:07,928 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:28,450 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:45:28,461 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:28,461 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:28,576 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:45:28,624 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:28,656 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:29,485 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:29,485 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:29,497 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:29,679 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:29,692 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:29,692 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:58,206 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:45:58,375 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:58,416 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:58,450 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:58,494 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:45:58,706 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:45:58,728 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:45:58,759 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:10,596 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:10,628 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:10,643 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:10,704 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:10,774 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:10,783 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:12,832 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:12,902 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:15,285 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:46:15,370 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:46:18,123 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:18,191 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:20,911 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:20,911 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:20,960 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:21,223 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:21,246 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:21,272 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:34,252 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:34,258 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:34,282 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:34,462 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:34,506 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:34,518 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:35,943 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:36,006 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:36,969 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:36,969 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:37,071 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:37,090 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:39,480 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:39,500 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:39,583 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:39,705 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:39,779 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:39,803 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:41,019 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:41,030 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:41,068 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:41,157 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:41,293 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:41,463 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:55,044 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:55,045 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:55,115 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:55,199 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:55,209 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:46:55,265 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:46:57,337 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:57,410 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:58,186 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:46:58,252 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:46:59,179 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:59,265 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:59,920 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:46:59,938 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:00,020 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:00,041 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:01,701 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:01,710 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:01,710 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:01,959 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:01,972 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:01,996 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:06,517 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:47:06,762 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:06,857 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:47:06,862 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:06,924 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:07,142 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:07,177 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:07,202 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:10,631 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:10,640 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:10,762 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:10,775 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:11,082 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:11,160 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:13,186 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:47:13,321 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:47:15,098 log "GET /api/fotos/?album=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:18,492 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:18,506 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:18,622 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:18,657 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:20,385 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:47:20,490 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:47:21,384 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:21,543 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:25,077 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:25,090 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:25,116 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:25,302 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:25,304 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:25,341 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:31,823 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:31,823 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:31,871 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:31,943 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:31,965 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:32,019 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:33,956 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:47:34,556 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:34,579 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:34,665 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:47:34,695 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:34,897 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:35,002 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:35,026 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:41,245 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:41,246 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:41,305 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:41,356 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:41,432 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:47:41,459 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:43,254 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:47:43,254 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:43,276 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:43,406 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:43,510 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:47:43,517 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:09,919 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:10,035 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:10,114 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:10,166 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:10,374 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:10,419 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:12,466 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:12,484 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:12,487 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:12,696 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:12,705 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:12,753 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:32,725 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:32,741 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:32,757 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:32,857 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:32,861 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:32,897 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:34,791 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:34,855 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:35,655 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:48:35,729 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:48:36,430 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:36,498 log "GET /api/carpetas/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:37,199 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:37,266 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:37,304 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:37,376 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:48:39,385 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:39,386 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:39,404 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:39,560 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:39,626 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:48:39,644 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:48:58,743 log "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2026-01-07 18:49:00,885 log "POST /api/auth/login/ HTTP/1.1" 200 145
INFO 2026-01-07 18:49:01,021 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:49:01,122 log "GET /api/proyectos/ HTTP/1.1" 200 181
INFO 2026-01-07 18:49:01,155 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:01,165 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:01,225 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:01,311 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:01,316 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:01,406 log "GET /api/gastos/resumen_mensual/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:18,342 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:18,345 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:18,427 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:18,558 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:18,572 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:18,636 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:21,043 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:21,110 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:23,081 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:49:23,180 log "GET /api/albumes/ HTTP/1.1" 200 115
INFO 2026-01-07 18:49:24,233 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:24,237 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:24,243 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:24,337 log "GET /api/proveedores/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:24,353 log "GET /api/gastos/?proyecto=1 HTTP/1.1" 200 2
INFO 2026-01-07 18:49:24,364 log "GET /api/categorias/ HTTP/1.1" 200 463
INFO 2026-01-07 18:49:28,484 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:28,554 log "GET /api/inventario-movimientos/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:28,573 log "GET /api/materiales/ HTTP/1.1" 200 2
INFO 2026-01-07 18:49:28,639 log "GET /api/materiales/ HTTP/1.1" 200 2
